,index,qtype,story,perceivers,story_with_perceivers
1005,1182,first_order_1_tom,"['Aria entered the staircase', 'Jacob entered the staircase', 'The skirt is in the container', 'The container is in the staircase', 'Jacob exited the staircase', 'Aria moved the skirt to the suitcase', 'The suitcase is in the staircase']","[['Aria'], ['Jacob', 'Aria'], ['Aria', 'Jacob'], ['Aria', 'Jacob'], ['Jacob', 'Aria'], ['Aria'], ['Aria']]","[{'Aria entered the staircase': ['Aria']}, {'Jacob entered the staircase': ['Jacob', 'Aria']}, {'The skirt is in the container': ['Aria', 'Jacob']}, {'The container is in the staircase': ['Aria', 'Jacob']}, {'Jacob exited the staircase': ['Jacob', 'Aria']}, {'Aria moved the skirt to the suitcase': ['Aria']}, {'The suitcase is in the staircase': ['Aria']}]"
1006,1184,second_order_0_tom,"['Mia entered the bedroom', 'Mia exited the bedroom', 'Ethan entered the study', 'Alexander entered the study', 'The socks is in the pantry', 'The pantry is in the study', 'Alexander exited the study', 'Ethan moved the socks to the suitcase', 'The suitcase is in the study', 'Ethan exited the study', 'Alexander entered the bedroom']","[['Mia'], ['Mia'], ['Ethan'], ['Alexander', 'Ethan'], ['Ethan', 'Alexander'], ['Ethan', 'Alexander'], ['Alexander', 'Ethan'], ['Ethan'], ['Ethan'], ['Ethan'], ['Alexander']]","[{'Mia entered the bedroom': ['Mia']}, {'Mia exited the bedroom': ['Mia']}, {'Ethan entered the study': ['Ethan']}, {'Alexander entered the study': ['Alexander', 'Ethan']}, {'The socks is in the pantry': ['Ethan', 'Alexander']}, {'The pantry is in the study': ['Ethan', 'Alexander']}, {'Alexander exited the study': ['Alexander', 'Ethan']}, {'Ethan moved the socks to the suitcase': ['Ethan']}, {'The suitcase is in the study': ['Ethan']}, {'Ethan exited the study': ['Ethan']}, {'Alexander entered the bedroom': ['Alexander']}]"
1008,1186,second_order_0_tom,"['Carter is in the hallway', 'Ella entered the hallway', 'The apple is in the cupboard', 'The cupboard is in the hallway', 'Ella exited the hallway', 'Carter moved the apple to the bottle', 'The bottle is in the hallway']","[['Carter'], ['Ella', 'Carter'], ['Carter', 'Ella'], ['Carter', 'Ella'], ['Ella', 'Carter'], ['Carter'], ['Carter']]","[{'Carter is in the hallway': ['Carter']}, {'Ella entered the hallway': ['Ella', 'Carter']}, {'The apple is in the cupboard': ['Carter', 'Ella']}, {'The cupboard is in the hallway': ['Carter', 'Ella']}, {'Ella exited the hallway': ['Ella', 'Carter']}, {'Carter moved the apple to the bottle': ['Carter']}, {'The bottle is in the hallway': ['Carter']}]"
1013,1196,first_order_0_tom,"['Charlotte entered the dining room', 'Emma entered the dining room', 'Aiden entered the dining room', 'The scarf is in the pantry', 'The pantry is in the dining room', 'Charlotte exited the dining room', 'Emma exited the dining room', 'Aiden moved the scarf to the suitcase', 'The suitcase is in the dining room']","[['Charlotte'], ['Emma', 'Charlotte'], ['Aiden', 'Charlotte', 'Emma'], ['Charlotte', 'Emma', 'Aiden'], ['Charlotte', 'Emma', 'Aiden'], ['Charlotte', 'Emma', 'Aiden'], ['Emma', 'Aiden'], ['Aiden'], ['Aiden']]","[{'Charlotte entered the dining room': ['Charlotte']}, {'Emma entered the dining room': ['Emma', 'Charlotte']}, {'Aiden entered the dining room': ['Aiden', 'Charlotte', 'Emma']}, {'The scarf is in the pantry': ['Charlotte', 'Emma', 'Aiden']}, {'The pantry is in the dining room': ['Charlotte', 'Emma', 'Aiden']}, {'Charlotte exited the dining room': ['Charlotte', 'Emma', 'Aiden']}, {'Emma exited the dining room': ['Emma', 'Aiden']}, {'Aiden moved the scarf to the suitcase': ['Aiden']}, {'The suitcase is in the dining room': ['Aiden']}]"
1014,1198,second_order_1_tom,"['Evelyn hates the strawberry', 'Evelyn entered the garden', 'Abigail entered the master bedroom', 'Amelia entered the garden', 'The persimmon is in the basket', 'The basket is in the garden', 'Evelyn likes the corn', 'Amelia exited the garden', 'Evelyn moved the persimmon to the bucket', 'The bucket is in the garden']","[['Evelyn'], ['Evelyn'], ['Abigail'], ['Amelia', 'Evelyn'], ['Evelyn', 'Amelia'], ['Evelyn', 'Amelia'], ['Evelyn'], ['Amelia', 'Evelyn'], ['Evelyn'], ['Evelyn']]","[{'Evelyn hates the strawberry': ['Evelyn']}, {'Evelyn entered the garden': ['Evelyn']}, {'Abigail entered the master bedroom': ['Abigail']}, {'Amelia entered the garden': ['Amelia', 'Evelyn']}, {'The persimmon is in the basket': ['Evelyn', 'Amelia']}, {'The basket is in the garden': ['Evelyn', 'Amelia']}, {'Evelyn likes the corn': ['Evelyn']}, {'Amelia exited the garden': ['Amelia', 'Evelyn']}, {'Evelyn moved the persimmon to the bucket': ['Evelyn']}, {'The bucket is in the garden': ['Evelyn']}]"
1022,1211,second_order_1_tom,"['Owen entered the office', 'Hunter entered the office', 'The peas is in the crate', 'The crate is in the office', 'Logan entered the closet', 'Hunter exited the office', 'Owen moved the peas to the pantry', 'The pantry is in the office']","[['Owen'], ['Hunter', 'Owen'], ['Owen', 'Hunter'], ['Owen', 'Hunter'], ['Logan'], ['Hunter', 'Owen'], ['Owen'], ['Owen']]","[{'Owen entered the office': ['Owen']}, {'Hunter entered the office': ['Hunter', 'Owen']}, {'The peas is in the crate': ['Owen', 'Hunter']}, {'The crate is in the office': ['Owen', 'Hunter']}, {'Logan entered the closet': ['Logan']}, {'Hunter exited the office': ['Hunter', 'Owen']}, {'Owen moved the peas to the pantry': ['Owen']}, {'The pantry is in the office': ['Owen']}]"
1023,1212,first_order_0_tom,"['Mia entered the office', 'Evelyn entered the garden', 'Ava entered the office', 'The gloves is in the cupboard', 'The cupboard is in the office', 'Mia exited the office', 'Ava moved the gloves to the box', 'The box is in the office', 'Ava hates the lettuce']","[['Mia'], ['Evelyn'], ['Mia', 'Ava'], ['Mia', 'Ava'], ['Mia', 'Ava'], ['Mia', 'Ava'], ['Ava'], ['Ava'], ['Ava']]","[{'Mia entered the office': ['Mia']}, {'Evelyn entered the garden': ['Evelyn']}, {'Ava entered the office': ['Mia', 'Ava']}, {'The gloves is in the cupboard': ['Mia', 'Ava']}, {'The cupboard is in the office': ['Mia', 'Ava']}, {'Mia exited the office': ['Mia', 'Ava']}, {'Ava moved the gloves to the box': ['Ava']}, {'The box is in the office': ['Ava']}, {'Ava hates the lettuce': ['Ava']}]"
1024,1214,first_order_1_tom,"['Logan entered the closet', 'Sophia entered the closet', 'Isla entered the closet', 'The green pepper is in the cupboard', 'The cupboard is in the closet', 'Isla exited the closet', 'Logan moved the green pepper to the container', 'The container is in the closet', 'Sophia exited the closet', 'Logan exited the closet', 'Isla entered the bedroom']","[['Logan'], ['Sophia', 'Logan'], ['Isla', 'Logan', 'Sophia'], ['Logan', 'Sophia', 'Isla'], ['Logan', 'Sophia', 'Isla'], ['Isla', 'Logan', 'Sophia'], ['Logan', 'Sophia'], ['Logan', 'Sophia'], ['Sophia', 'Logan'], ['Logan'], ['Isla']]","[{'Logan entered the closet': ['Logan']}, {'Sophia entered the closet': ['Sophia', 'Logan']}, {'Isla entered the closet': ['Isla', 'Logan', 'Sophia']}, {'The green pepper is in the cupboard': ['Logan', 'Sophia', 'Isla']}, {'The cupboard is in the closet': ['Logan', 'Sophia', 'Isla']}, {'Isla exited the closet': ['Isla', 'Logan', 'Sophia']}, {'Logan moved the green pepper to the container': ['Logan', 'Sophia']}, {'The container is in the closet': ['Logan', 'Sophia']}, {'Sophia exited the closet': ['Sophia', 'Logan']}, {'Logan exited the closet': ['Logan']}, {'Isla entered the bedroom': ['Isla']}]"
1032,1231,second_order_0_tom,"['Noah hates the stockings', 'Noah entered the garage', 'Ethan entered the laundry', 'Emily entered the laundry', 'The beans is in the crate', 'The crate is in the laundry', 'Ethan exited the laundry', 'Noah hates the tomato', 'Ethan entered the garage', 'Emily moved the beans to the bucket', 'The bucket is in the laundry']","[['Noah'], ['Noah'], ['Ethan'], ['Emily', 'Ethan'], ['Ethan', 'Emily'], ['Ethan', 'Emily'], ['Ethan', 'Emily'], ['Noah'], ['Ethan', 'Noah'], ['Emily'], ['Emily']]","[{'Noah hates the stockings': ['Noah']}, {'Noah entered the garage': ['Noah']}, {'Ethan entered the laundry': ['Ethan']}, {'Emily entered the laundry': ['Emily', 'Ethan']}, {'The beans is in the crate': ['Ethan', 'Emily']}, {'The crate is in the laundry': ['Ethan', 'Emily']}, {'Ethan exited the laundry': ['Ethan', 'Emily']}, {'Noah hates the tomato': ['Noah']}, {'Ethan entered the garage': ['Ethan', 'Noah']}, {'Emily moved the beans to the bucket': ['Emily']}, {'The bucket is in the laundry': ['Emily']}]"
1035,1243,second_order_0_tom,"['Ethan entered the master bedroom', 'Logan entered the master bedroom', 'The lemon is in the cupboard', 'The cupboard is in the master bedroom', 'Ethan exited the master bedroom', 'Logan moved the lemon to the box', 'The box is in the master bedroom', 'Jackson likes the slacks', 'Logan exited the master bedroom', 'Ethan entered the dining room', 'Logan loves the apple']","[['Ethan'], ['Logan', 'Ethan'], ['Ethan', 'Logan'], ['Ethan', 'Logan'], ['Ethan', 'Logan'], ['Logan'], ['Logan'], ['Jackson'], ['Logan'], ['Ethan'], ['Logan']]","[{'Ethan entered the master bedroom': ['Ethan']}, {'Logan entered the master bedroom': ['Logan', 'Ethan']}, {'The lemon is in the cupboard': ['Ethan', 'Logan']}, {'The cupboard is in the master bedroom': ['Ethan', 'Logan']}, {'Ethan exited the master bedroom': ['Ethan', 'Logan']}, {'Logan moved the lemon to the box': ['Logan']}, {'The box is in the master bedroom': ['Logan']}, {'Jackson likes the slacks': ['Jackson']}, {'Logan exited the master bedroom': ['Logan']}, {'Ethan entered the dining room': ['Ethan']}, {'Logan loves the apple': ['Logan']}]"
1036,1245,first_order_1_tom,"['Emily entered the crawlspace', 'Ethan likes the underclothes', 'Ethan entered the crawlspace', 'The spinach is in the box', 'The box is in the crawlspace', 'Ethan exited the crawlspace', 'Ethan entered the sunroom', 'Emily moved the spinach to the envelope', 'The envelope is in the crawlspace', 'Ethan hates the persimmon']","[['Emily'], ['Ethan'], ['Ethan', 'Emily'], ['Emily', 'Ethan'], ['Emily', 'Ethan'], ['Ethan', 'Emily'], ['Ethan'], ['Emily'], ['Emily'], ['Ethan']]","[{'Emily entered the crawlspace': ['Emily']}, {'Ethan likes the underclothes': ['Ethan']}, {'Ethan entered the crawlspace': ['Ethan', 'Emily']}, {'The spinach is in the box': ['Emily', 'Ethan']}, {'The box is in the crawlspace': ['Emily', 'Ethan']}, {'Ethan exited the crawlspace': ['Ethan', 'Emily']}, {'Ethan entered the sunroom': ['Ethan']}, {'Emily moved the spinach to the envelope': ['Emily']}, {'The envelope is in the crawlspace': ['Emily']}, {'Ethan hates the persimmon': ['Ethan']}]"
1038,1255,first_order_0_tom,"['Benjamin entered the playroom', 'Lily entered the playroom', 'The lemon is in the bottle', 'The bottle is in the playroom', 'Benjamin likes the shirt', 'Benjamin exited the playroom', 'Benjamin dislikes the grapefruit', 'Lily moved the lemon to the pantry', 'The pantry is in the playroom']","[['Benjamin'], ['Lily', 'Benjamin'], ['Benjamin', 'Lily'], ['Benjamin', 'Lily'], ['Benjamin'], ['Benjamin', 'Lily'], ['Benjamin'], ['Lily'], ['Lily']]","[{'Benjamin entered the playroom': ['Benjamin']}, {'Lily entered the playroom': ['Lily', 'Benjamin']}, {'The lemon is in the bottle': ['Benjamin', 'Lily']}, {'The bottle is in the playroom': ['Benjamin', 'Lily']}, {'Benjamin likes the shirt': ['Benjamin']}, {'Benjamin exited the playroom': ['Benjamin', 'Lily']}, {'Benjamin dislikes the grapefruit': ['Benjamin']}, {'Lily moved the lemon to the pantry': ['Lily']}, {'The pantry is in the playroom': ['Lily']}]"
1039,1259,first_order_1_tom,"['Elizabeth entered the hall', 'Ella entered the hall', 'The eggplant is in the cupboard', 'The cupboard is in the hall', 'Ella exited the hall', 'Elizabeth moved the eggplant to the container', 'The container is in the hall', 'Noah entered the office']","[['Elizabeth'], ['Ella', 'Elizabeth'], ['Elizabeth', 'Ella'], ['Elizabeth', 'Ella'], ['Ella', 'Elizabeth'], ['Elizabeth'], ['Elizabeth'], ['Noah']]","[{'Elizabeth entered the hall': ['Elizabeth']}, {'Ella entered the hall': ['Ella', 'Elizabeth']}, {'The eggplant is in the cupboard': ['Elizabeth', 'Ella']}, {'The cupboard is in the hall': ['Elizabeth', 'Ella']}, {'Ella exited the hall': ['Ella', 'Elizabeth']}, {'Elizabeth moved the eggplant to the container': ['Elizabeth']}, {'The container is in the hall': ['Elizabeth']}, {'Noah entered the office': ['Noah']}]"
1043,1265,first_order_1_tom,"['Isabella entered the cellar', 'Isla entered the lounge', 'Noah entered the lounge', 'The suit is in the bathtub', 'The bathtub is in the lounge', 'Noah exited the lounge', 'Isla moved the suit to the pantry', 'The pantry is in the lounge', 'Isabella exited the cellar', 'Isla dislikes the banana', 'Isla exited the lounge', 'Noah entered the cellar']","[['Isabella'], ['Isla'], ['Noah', 'Isla'], ['Isla', 'Noah'], ['Isla', 'Noah'], ['Noah', 'Isla'], ['Isla'], ['Isla'], ['Isabella'], ['Isla'], ['Isla'], ['Noah']]","[{'Isabella entered the cellar': ['Isabella']}, {'Isla entered the lounge': ['Isla']}, {'Noah entered the lounge': ['Noah', 'Isla']}, {'The suit is in the bathtub': ['Isla', 'Noah']}, {'The bathtub is in the lounge': ['Isla', 'Noah']}, {'Noah exited the lounge': ['Noah', 'Isla']}, {'Isla moved the suit to the pantry': ['Isla']}, {'The pantry is in the lounge': ['Isla']}, {'Isabella exited the cellar': ['Isabella']}, {'Isla dislikes the banana': ['Isla']}, {'Isla exited the lounge': ['Isla']}, {'Noah entered the cellar': ['Noah']}]"
1045,1269,second_order_0_tom,"['Noah entered the garage', 'Ethan entered the garage', 'Aria entered the garage', 'The sweet potato is in the suitcase', 'The suitcase is in the garage', 'Noah exited the garage', 'Aria moved the sweet potato to the box', 'The box is in the garage', 'Aria exited the garage', 'Noah entered the patio', 'Aria dislikes the onion']","[['Noah'], ['Ethan', 'Noah'], ['Aria', 'Noah', 'Ethan'], ['Noah', 'Ethan', 'Aria'], ['Noah', 'Ethan', 'Aria'], ['Noah', 'Ethan', 'Aria'], ['Aria', 'Ethan'], ['Ethan', 'Aria'], ['Aria', 'Ethan'], ['Noah'], ['Aria']]","[{'Noah entered the garage': ['Noah']}, {'Ethan entered the garage': ['Ethan', 'Noah']}, {'Aria entered the garage': ['Aria', 'Noah', 'Ethan']}, {'The sweet potato is in the suitcase': ['Noah', 'Ethan', 'Aria']}, {'The suitcase is in the garage': ['Noah', 'Ethan', 'Aria']}, {'Noah exited the garage': ['Noah', 'Ethan', 'Aria']}, {'Aria moved the sweet potato to the box': ['Aria', 'Ethan']}, {'The box is in the garage': ['Ethan', 'Aria']}, {'Aria exited the garage': ['Aria', 'Ethan']}, {'Noah entered the patio': ['Noah']}, {'Aria dislikes the onion': ['Aria']}]"
1052,1282,first_order_0_tom,"['Sophia entered the back yard', 'Noah entered the back yard', 'The corn is in the box', 'The box is in the back yard', 'Sophia exited the back yard', 'Sophia loves the suit', 'Noah moved the corn to the bucket', 'The bucket is in the back yard', 'James entered the back yard', 'Noah exited the back yard', 'James exited the back yard', 'Sophia entered the dining room']","[['Sophia'], ['Noah', 'Sophia'], ['Sophia', 'Noah'], ['Sophia', 'Noah'], ['Sophia', 'Noah'], ['Sophia'], ['Noah'], ['Noah'], ['James', 'Noah'], ['Noah', 'James'], ['James'], ['Sophia']]","[{'Sophia entered the back yard': ['Sophia']}, {'Noah entered the back yard': ['Noah', 'Sophia']}, {'The corn is in the box': ['Sophia', 'Noah']}, {'The box is in the back yard': ['Sophia', 'Noah']}, {'Sophia exited the back yard': ['Sophia', 'Noah']}, {'Sophia loves the suit': ['Sophia']}, {'Noah moved the corn to the bucket': ['Noah']}, {'The bucket is in the back yard': ['Noah']}, {'James entered the back yard': ['James', 'Noah']}, {'Noah exited the back yard': ['Noah', 'James']}, {'James exited the back yard': ['James']}, {'Sophia entered the dining room': ['Sophia']}]"
1054,1291,second_order_1_tom,"['Charlotte entered the back yard', 'Liam entered the laundry', 'Liam likes the tie', 'Logan entered the laundry', 'The belt is in the box', 'The box is in the laundry', 'Charlotte exited the back yard', 'Liam exited the laundry', 'Logan moved the belt to the pantry', 'The pantry is in the laundry']","[['Charlotte'], ['Liam'], ['Liam'], ['Logan', 'Liam'], ['Liam', 'Logan'], ['Liam', 'Logan'], ['Charlotte'], ['Liam', 'Logan'], ['Logan'], ['Logan']]","[{'Charlotte entered the back yard': ['Charlotte']}, {'Liam entered the laundry': ['Liam']}, {'Liam likes the tie': ['Liam']}, {'Logan entered the laundry': ['Logan', 'Liam']}, {'The belt is in the box': ['Liam', 'Logan']}, {'The box is in the laundry': ['Liam', 'Logan']}, {'Charlotte exited the back yard': ['Charlotte']}, {'Liam exited the laundry': ['Liam', 'Logan']}, {'Logan moved the belt to the pantry': ['Logan']}, {'The pantry is in the laundry': ['Logan']}]"
1057,1311,second_order_1_tom,"['Hunter entered the porch', 'Jacob entered the porch', 'The onion is in the drawer', 'The drawer is in the porch', 'Jacob exited the porch', 'Hunter moved the onion to the bathtub', 'The bathtub is in the porch']","[['Hunter'], ['Jacob', 'Hunter'], ['Hunter', 'Jacob'], ['Hunter', 'Jacob'], ['Jacob', 'Hunter'], ['Hunter'], ['Hunter']]","[{'Hunter entered the porch': ['Hunter']}, {'Jacob entered the porch': ['Jacob', 'Hunter']}, {'The onion is in the drawer': ['Hunter', 'Jacob']}, {'The drawer is in the porch': ['Hunter', 'Jacob']}, {'Jacob exited the porch': ['Jacob', 'Hunter']}, {'Hunter moved the onion to the bathtub': ['Hunter']}, {'The bathtub is in the porch': ['Hunter']}]"
1060,1335,second_order_1_tom,"['Emily entered the hallway', 'Isabella entered the closet', 'Alexander is in the hallway', 'Isabella exited the closet', 'The sweatshirt is in the bottle', 'The bottle is in the hallway', 'Alexander exited the hallway', 'Emily moved the sweatshirt to the container', 'The container is in the hallway']","[['Emily'], ['Isabella'], ['Alexander', 'Emily'], ['Isabella'], ['Emily', 'Alexander'], ['Emily', 'Alexander'], ['Alexander', 'Emily'], ['Emily'], ['Emily']]","[{'Emily entered the hallway': ['Emily']}, {'Isabella entered the closet': ['Isabella']}, {'Alexander is in the hallway': ['Alexander', 'Emily']}, {'Isabella exited the closet': ['Isabella']}, {'The sweatshirt is in the bottle': ['Emily', 'Alexander']}, {'The bottle is in the hallway': ['Emily', 'Alexander']}, {'Alexander exited the hallway': ['Alexander', 'Emily']}, {'Emily moved the sweatshirt to the container': ['Emily']}, {'The container is in the hallway': ['Emily']}]"
